ID,Region,State,Parent Region,TaxType,TaxedIncome,Filing Status,Range,RangeValue,Ladder Step,Rate
State_Province_Florida_Income_Single_Top_Range_Ladder Step3,State_Province,Florida,USA,Income,Income,Single,Top_Range,150000,3,0.03
State_Province_Florida_Income_Married_Bot_Range_Ladder Step1,State_Province,Florida,USA,Income,Income,Married,Bot_Range,0,1,0.01
State_Province_Florida_Income_Married_Top_Range_Ladder Step1,State_Province,Florida,USA,Income,Income,Married,Top_Range,50000,1,0.01
State_Province_Florida_Income_Married_Bot_Range_Ladder Step2,State_Province,Florida,USA,Income,Income,Married,Bot_Range,50000,2,0.02
State_Province_Florida_Income_Married_Top_Range_Ladder Step2,State_Province,Florida,USA,Income,Income,Married,Top_Range,100000,2,0.02
State_Province_Florida_Income_Married_Bot_Range_Ladder Step3,State_Province,Florida,USA,Income,Income,Married,Bot_Range,100000,3,0.03
State_Province_Florida_Income_Married_Top_Range_Ladder Step3,State_Province,Florida,USA,Income,Income,Married,Top_Range,150000,3,0.03
State_Province_Florida_Income_Head_of_Household_Bot_Range_Ladder Step1,State_Province,Florida,USA,Income,Income,Head_of_Household,Bot_Range,0,1,0.01
State_Province_Florida_Income_Head_of_Household_Top_Range_Ladder Step1,State_Province,Florida,USA,Income,Income,Head_of_Household,Top_Range,50000,1,0.01
State_Province_Florida_Income_Head_of_Household_Bot_Range_Ladder Step2,State_Province,Florida,USA,Income,Income,Head_of_Household,Bot_Range,50000,2,0.02
State_Province_Florida_Income_Head_of_Household_Top_Range_Ladder Step2,State_Province,Florida,USA,Income,Income,Head_of_Household,Top_Range,100000,2,0.02
State_Province_Florida_Income_Head_of_Household_Bot_Range_Ladder Step3,State_Province,Florida,USA,Income,Income,Head_of_Household,Bot_Range,100000,3,0.03
State_Province_Florida_Income_Head_of_Household_Top_Range_Ladder Step3,State_Province,Florida,USA,Income,Income,Head_of_Household,Top_Range,150000,3,0.03
State_Province_Florida_Income_Separate_Bot_Range_Ladder Step1,State_Province,Florida,USA,Income,Income,Separate,Bot_Range,0,1,0.01
State_Province_Florida_Income_Separate_Top_Range_Ladder Step1,State_Province,Florida,USA,Income,Income,Separate,Top_Range,50000,1,0.01
State_Province_Florida_Income_Separate_Bot_Range_Ladder Step2,State_Province,Florida,USA,Income,Income,Separate,Bot_Range,50000,2,0.02
State_Province_Florida_Income_Separate_Top_Range_Ladder Step2,State_Province,Florida,USA,Income,Income,Separate,Top_Range,100000,2,0.02
State_Province_Florida_Income_Separate_Bot_Range_Ladder Step3,State_Province,Florida,USA,Income,Income,Separate,Bot_Range,100000,3,0.03
State_Province_Florida_Income_Separate_Top_Range_Ladder Step3,State_Province,Florida,USA,Income,Income,Separate,Top_Range,150000,3,0.03
State_Province_Georgia_Income_Single_Bot_Range_Ladder Step1,State_Province,Georgia,USA,Income,Income,Single,Bot_Range,0,1,0.01
State_Province_Georgia_Income_Single_Top_Range_Ladder Step1,State_Province,Georgia,USA,Income,Income,Single,Top_Range,50000,1,0.01
State_Province_Georgia_Income_Single_Bot_Range_Ladder Step2,State_Province,Georgia,USA,Income,Income,Single,Bot_Range,50000,2,0.02
State_Province_Georgia_Income_Single_Top_Range_Ladder Step2,State_Province,Georgia,USA,Income,Income,Single,Top_Range,100000,2,0.02
State_Province_Georgia_Income_Single_Bot_Range_Ladder Step3,State_Province,Georgia,USA,Income,Income,Single,Bot_Range,100000,3,0.03
State_Province_Georgia_Income_Single_Top_Range_Ladder Step3,State_Province,Georgia,USA,Income,Income,Single,Top_Range,150000,3,0.03
State_Province_Georgia_Income_Married_Bot_Range_Ladder Step1,State_Province,Georgia,USA,Income,Income,Married,Bot_Range,0,1,0.01
State_Province_Georgia_Income_Married_Top_Range_Ladder Step1,State_Province,Georgia,USA,Income,Income,Married,Top_Range,50000,1,0.01
State_Province_Georgia_Income_Married_Bot_Range_Ladder Step2,State_Province,Georgia,USA,Income,Income,Married,Bot_Range,50000,2,0.02
State_Province_Georgia_Income_Married_Top_Range_Ladder Step2,State_Province,Georgia,USA,Income,Income,Married,Top_Range,100000,2,0.02
State_Province_Georgia_Income_Married_Bot_Range_Ladder Step3,State_Province,Georgia,USA,Income,Income,Married,Bot_Range,100000,3,0.03
State_Province_Georgia_Income_Married_Top_Range_Ladder Step3,State_Province,Georgia,USA,Income,Income,Married,Top_Range,150000,3,0.03
State_Province_Georgia_Income_Head_of_Household_Bot_Range_Ladder Step1,State_Province,Georgia,USA,Income,Income,Head_of_Household,Bot_Range,0,1,0.01
State_Province_Georgia_Income_Head_of_Household_Top_Range_Ladder Step1,State_Province,Georgia,USA,Income,Income,Head_of_Household,Top_Range,50000,1,0.01
State_Province_Georgia_Income_Head_of_Household_Bot_Range_Ladder Step2,State_Province,Georgia,USA,Income,Income,Head_of_Household,Bot_Range,50000,2,0.02
State_Province_Georgia_Income_Head_of_Household_Top_Range_Ladder Step2,State_Province,Georgia,USA,Income,Income,Head_of_Household,Top_Range,100000,2,0.02
State_Province_Georgia_Income_Head_of_Household_Bot_Range_Ladder Step3,State_Province,Georgia,USA,Income,Income,Head_of_Household,Bot_Range,100000,3,0.03
State_Province_Georgia_Income_Head_of_Household_Top_Range_Ladder Step3,State_Province,Georgia,USA,Income,Income,Head_of_Household,Top_Range,150000,3,0.03
State_Province_Georgia_Income_Separate_Bot_Range_Ladder Step1,State_Province,Georgia,USA,Income,Income,Separate,Bot_Range,0,1,0.01
State_Province_Georgia_Income_Separate_Top_Range_Ladder Step1,State_Province,Georgia,USA,Income,Income,Separate,Top_Range,50000,1,0.01
State_Province_Georgia_Income_Separate_Bot_Range_Ladder Step2,State_Province,Georgia,USA,Income,Income,Separate,Bot_Range,50000,2,0.02
State_Province_Georgia_Income_Separate_Top_Range_Ladder Step2,State_Province,Georgia,USA,Income,Income,Separate,Top_Range,100000,2,0.02
State_Province_Georgia_Income_Separate_Bot_Range_Ladder Step3,State_Province,Georgia,USA,Income,Income,Separate,Bot_Range,100000,3,0.03
State_Province_Georgia_Income_Separate_Top_Range_Ladder Step3,State_Province,Georgia,USA,Income,Income,Separate,Top_Range,150000,3,0.03
State_Province_Hawaii_Income_Single_Bot_Range_Ladder Step1,State_Province,Hawaii,USA,Income,Income,Single,Bot_Range,0,1,0.01
State_Province_Hawaii_Income_Single_Top_Range_Ladder Step1,State_Province,Hawaii,USA,Income,Income,Single,Top_Range,50000,1,0.01
State_Province_Hawaii_Income_Single_Bot_Range_Ladder Step2,State_Province,Hawaii,USA,Income,Income,Single,Bot_Range,50000,2,0.02
State_Province_Hawaii_Income_Single_Top_Range_Ladder Step2,State_Province,Hawaii,USA,Income,Income,Single,Top_Range,100000,2,0.02
State_Province_Hawaii_Income_Single_Bot_Range_Ladder Step3,State_Province,Hawaii,USA,Income,Income,Single,Bot_Range,100000,3,0.03
State_Province_Hawaii_Income_Single_Top_Range_Ladder Step3,State_Province,Hawaii,USA,Income,Income,Single,Top_Range,150000,3,0.03
State_Province_Hawaii_Income_Married_Bot_Range_Ladder Step1,State_Province,Hawaii,USA,Income,Income,Married,Bot_Range,0,1,0.01
State_Province_Hawaii_Income_Married_Top_Range_Ladder Step1,State_Province,Hawaii,USA,Income,Income,Married,Top_Range,50000,1,0.01
State_Province_Hawaii_Income_Married_Bot_Range_Ladder Step2,State_Province,Hawaii,USA,Income,Income,Married,Bot_Range,50000,2,0.02
State_Province_Hawaii_Income_Married_Top_Range_Ladder Step2,State_Province,Hawaii,USA,Income,Income,Married,Top_Range,100000,2,0.02
State_Province_Hawaii_Income_Married_Bot_Range_Ladder Step3,State_Province,Hawaii,USA,Income,Income,Married,Bot_Range,100000,3,0.03
State_Province_Hawaii_Income_Married_Top_Range_Ladder Step3,State_Province,Hawaii,USA,Income,Income,Married,Top_Range,150000,3,0.03
State_Province_Hawaii_Income_Head_of_Household_Bot_Range_Ladder Step1,State_Province,Hawaii,USA,Income,Income,Head_of_Household,Bot_Range,0,1,0.01
State_Province_Hawaii_Income_Head_of_Household_Top_Range_Ladder Step1,State_Province,Hawaii,USA,Income,Income,Head_of_Household,Top_Range,50000,1,0.01
State_Province_Hawaii_Income_Head_of_Household_Bot_Range_Ladder Step2,State_Province,Hawaii,USA,Income,Income,Head_of_Household,Bot_Range,50000,2,0.02
State_Province_Hawaii_Income_Head_of_Household_Top_Range_Ladder Step2,State_Province,Hawaii,USA,Income,Income,Head_of_Household,Top_Range,100000,2,0.02
State_Province_Hawaii_Income_Head_of_Household_Bot_Range_Ladder Step3,State_Province,Hawaii,USA,Income,Income,Head_of_Household,Bot_Range,100000,3,0.03
State_Province_Hawaii_Income_Head_of_Household_Top_Range_Ladder Step3,State_Province,Hawaii,USA,Income,Income,Head_of_Household,Top_Range,150000,3,0.03
State_Province_Hawaii_Income_Separate_Bot_Range_Ladder Step1,State_Province,Hawaii,USA,Income,Income,Separate,Bot_Range,0,1,0.01
State_Province_Hawaii_Income_Separate_Top_Range_Ladder Step1,State_Province,Hawaii,USA,Income,Income,Separate,Top_Range,50000,1,0.01
State_Province_Hawaii_Income_Separate_Bot_Range_Ladder Step2,State_Province,Hawaii,USA,Income,Income,Separate,Bot_Range,50000,2,0.02
State_Province_Hawaii_Income_Separate_Top_Range_Ladder Step2,State_Province,Hawaii,USA,Income,Income,Separate,Top_Range,100000,2,0.02
State_Province_Hawaii_Income_Separate_Bot_Range_Ladder Step3,State_Province,Hawaii,USA,Income,Income,Separate,Bot_Range,100000,3,0.03
State_Province_Hawaii_Income_Separate_Top_Range_Ladder Step3,State_Province,Hawaii,USA,Income,Income,Separate,Top_Range,150000,3,0.03
State_Province_Idaho_Income_Single_Bot_Range_Ladder Step1,State_Province,Idaho,USA,Income,Income,Single,Bot_Range,0,1,0.01
State_Province_Idaho_Income_Single_Top_Range_Ladder Step1,State_Province,Idaho,USA,Income,Income,Single,Top_Range,50000,1,0.01
State_Province_Idaho_Income_Single_Bot_Range_Ladder Step2,State_Province,Idaho,USA,Income,Income,Single,Bot_Range,50000,2,0.02
State_Province_Idaho_Income_Single_Top_Range_Ladder Step2,State_Province,Idaho,USA,Income,Income,Single,Top_Range,100000,2,0.02
State_Province_Idaho_Income_Single_Bot_Range_Ladder Step3,State_Province,Idaho,USA,Income,Income,Single,Bot_Range,100000,3,0.03
State_Province_Idaho_Income_Single_Top_Range_Ladder Step3,State_Province,Idaho,USA,Income,Income,Single,Top_Range,150000,3,0.03
State_Province_Idaho_Income_Married_Bot_Range_Ladder Step1,State_Province,Idaho,USA,Income,Income,Married,Bot_Range,0,1,0.01
State_Province_Idaho_Income_Married_Top_Range_Ladder Step1,State_Province,Idaho,USA,Income,Income,Married,Top_Range,50000,1,0.01
State_Province_Idaho_Income_Married_Bot_Range_Ladder Step2,State_Province,Idaho,USA,Income,Income,Married,Bot_Range,50000,2,0.02
State_Province_Idaho_Income_Married_Top_Range_Ladder Step2,State_Province,Idaho,USA,Income,Income,Married,Top_Range,100000,2,0.02
State_Province_Idaho_Income_Married_Bot_Range_Ladder Step3,State_Province,Idaho,USA,Income,Income,Married,Bot_Range,100000,3,0.03
State_Province_Idaho_Income_Married_Top_Range_Ladder Step3,State_Province,Idaho,USA,Income,Income,Married,Top_Range,150000,3,0.03
State_Province_Idaho_Income_Head_of_Household_Bot_Range_Ladder Step1,State_Province,Idaho,USA,Income,Income,Head_of_Household,Bot_Range,0,1,0.01
State_Province_Idaho_Income_Head_of_Household_Top_Range_Ladder Step1,State_Province,Idaho,USA,Income,Income,Head_of_Household,Top_Range,50000,1,0.01
State_Province_Idaho_Income_Head_of_Household_Bot_Range_Ladder Step2,State_Province,Idaho,USA,Income,Income,Head_of_Household,Bot_Range,50000,2,0.02
State_Province_Idaho_Income_Head_of_Household_Top_Range_Ladder Step2,State_Province,Idaho,USA,Income,Income,Head_of_Household,Top_Range,100000,2,0.02
State_Province_Idaho_Income_Head_of_Household_Bot_Range_Ladder Step3,State_Province,Idaho,USA,Income,Income,Head_of_Household,Bot_Range,100000,3,0.03
State_Province_Idaho_Income_Head_of_Household_Top_Range_Ladder Step3,State_Province,Idaho,USA,Income,Income,Head_of_Household,Top_Range,150000,3,0.03
State_Province_Idaho_Income_Separate_Bot_Range_Ladder Step1,State_Province,Idaho,USA,Income,Income,Separate,Bot_Range,0,1,0.01
State_Province_Idaho_Income_Separate_Top_Range_Ladder Step1,State_Province,Idaho,USA,Income,Income,Separate,Top_Range,50000,1,0.01
State_Province_Idaho_Income_Separate_Bot_Range_Ladder Step2,State_Province,Idaho,USA,Income,Income,Separate,Bot_Range,50000,2,0.02
State_Province_Idaho_Income_Separate_Top_Range_Ladder Step2,State_Province,Idaho,USA,Income,Income,Separate,Top_Range,100000,2,0.02
State_Province_Idaho_Income_Separate_Bot_Range_Ladder Step3,State_Province,Idaho,USA,Income,Income,Separate,Bot_Range,100000,3,0.03
State_Province_Idaho_Income_Separate_Top_Range_Ladder Step3,State_Province,Idaho,USA,Income,Income,Separate,Top_Range,150000,3,0.03
State_Province_Illinois_Income_Single_Bot_Range_Ladder Step1,State_Province,Illinois,USA,Income,Income,Single,Bot_Range,0,1,0.01
State_Province_Illinois_Income_Single_Top_Range_Ladder Step1,State_Province,Illinois,USA,Income,Income,Single,Top_Range,50000,1,0.01
State_Province_Illinois_Income_Single_Bot_Range_Ladder Step2,State_Province,Illinois,USA,Income,Income,Single,Bot_Range,50000,2,0.02
State_Province_Illinois_Income_Single_Top_Range_Ladder Step2,State_Province,Illinois,USA,Income,Income,Single,Top_Range,100000,2,0.02
State_Province_Illinois_Income_Single_Bot_Range_Ladder Step3,State_Province,Illinois,USA,Income,Income,Single,Bot_Range,100000,3,0.03
State_Province_Illinois_Income_Single_Top_Range_Ladder Step3,State_Province,Illinois,USA,Income,Income,Single,Top_Range,150000,3,0.03
State_Province_Illinois_Income_Married_Bot_Range_Ladder Step1,State_Province,Illinois,USA,Income,Income,Married,Bot_Range,0,1,0.01
State_Province_Illinois_Income_Married_Top_Range_Ladder Step1,State_Province,Illinois,USA,Income,Income,Married,Top_Range,50000,1,0.01
State_Province_Illinois_Income_Married_Bot_Range_Ladder Step2,State_Province,Illinois,USA,Income,Income,Married,Bot_Range,50000,2,0.02
State_Province_Illinois_Income_Married_Top_Range_Ladder Step2,State_Province,Illinois,USA,Income,Income,Married,Top_Range,100000,2,0.02
State_Province_Illinois_Income_Married_Bot_Range_Ladder Step3,State_Province,Illinois,USA,Income,Income,Married,Bot_Range,100000,3,0.03
State_Province_Illinois_Income_Married_Top_Range_Ladder Step3,State_Province,Illinois,USA,Income,Income,Married,Top_Range,150000,3,0.03
State_Province_Illinois_Income_Head_of_Household_Bot_Range_Ladder Step1,State_Province,Illinois,USA,Income,Income,Head_of_Household,Bot_Range,0,1,0.01
State_Province_Illinois_Income_Head_of_Household_Top_Range_Ladder Step1,State_Province,Illinois,USA,Income,Income,Head_of_Household,Top_Range,50000,1,0.01
State_Province_Illinois_Income_Head_of_Household_Bot_Range_Ladder Step2,State_Province,Illinois,USA,Income,Income,Head_of_Household,Bot_Range,50000,2,0.02
State_Province_Illinois_Income_Head_of_Household_Top_Range_Ladder Step2,State_Province,Illinois,USA,Income,Income,Head_of_Household,Top_Range,100000,2,0.02
State_Province_Illinois_Income_Head_of_Household_Bot_Range_Ladder Step3,State_Province,Illinois,USA,Income,Income,Head_of_Household,Bot_Range,100000,3,0.03
State_Province_Illinois_Income_Head_of_Household_Top_Range_Ladder Step3,State_Province,Illinois,USA,Income,Income,Head_of_Household,Top_Range,150000,3,0.03
State_Province_Illinois_Income_Separate_Bot_Range_Ladder Step1,State_Province,Illinois,USA,Income,Income,Separate,Bot_Range,0,1,0.01
State_Province_Illinois_Income_Separate_Top_Range_Ladder Step1,State_Province,Illinois,USA,Income,Income,Separate,Top_Range,50000,1,0.01
State_Province_Illinois_Income_Separate_Bot_Range_Ladder Step2,State_Province,Illinois,USA,Income,Income,Separate,Bot_Range,50000,2,0.02
State_Province_Illinois_Income_Separate_Top_Range_Ladder Step2,State_Province,Illinois,USA,Income,Income,Separate,Top_Range,100000,2,0.02
State_Province_Illinois_Income_Separate_Bot_Range_Ladder Step3,State_Province,Illinois,USA,Income,Income,Separate,Bot_Range,100000,3,0.03
State_Province_Illinois_Income_Separate_Top_Range_Ladder Step3,State_Province,Illinois,USA,Income,Income,Separate,Top_Range,150000,3,0.03
State_Province_Indiana_Income_Single_Bot_Range_Ladder Step1,State_Province,Indiana,USA,Income,Income,Single,Bot_Range,0,1,0.01
State_Province_Indiana_Income_Single_Top_Range_Ladder Step1,State_Province,Indiana,USA,Income,Income,Single,Top_Range,50000,1,0.01
State_Province_Indiana_Income_Single_Bot_Range_Ladder Step2,State_Province,Indiana,USA,Income,Income,Single,Bot_Range,50000,2,0.02
State_Province_Indiana_Income_Single_Top_Range_Ladder Step2,State_Province,Indiana,USA,Income,Income,Single,Top_Range,100000,2,0.02
State_Province_Indiana_Income_Single_Bot_Range_Ladder Step3,State_Province,Indiana,USA,Income,Income,Single,Bot_Range,100000,3,0.03
State_Province_Indiana_Income_Single_Top_Range_Ladder Step3,State_Province,Indiana,USA,Income,Income,Single,Top_Range,150000,3,0.03
State_Province_Indiana_Income_Married_Bot_Range_Ladder Step1,State_Province,Indiana,USA,Income,Income,Married,Bot_Range,0,1,0.01
State_Province_Indiana_Income_Married_Top_Range_Ladder Step1,State_Province,Indiana,USA,Income,Income,Married,Top_Range,50000,1,0.01
State_Province_Indiana_Income_Married_Bot_Range_Ladder Step2,State_Province,Indiana,USA,Income,Income,Married,Bot_Range,50000,2,0.02
State_Province_Indiana_Income_Married_Top_Range_Ladder Step2,State_Province,Indiana,USA,Income,Income,Married,Top_Range,100000,2,0.02
State_Province_Indiana_Income_Married_Bot_Range_Ladder Step3,State_Province,Indiana,USA,Income,Income,Married,Bot_Range,100000,3,0.03
State_Province_Indiana_Income_Married_Top_Range_Ladder Step3,State_Province,Indiana,USA,Income,Income,Married,Top_Range,150000,3,0.03
State_Province_Indiana_Income_Head_of_Household_Bot_Range_Ladder Step1,State_Province,Indiana,USA,Income,Income,Head_of_Household,Bot_Range,0,1,0.01
State_Province_Indiana_Income_Head_of_Household_Top_Range_Ladder Step1,State_Province,Indiana,USA,Income,Income,Head_of_Household,Top_Range,50000,1,0.01
State_Province_Indiana_Income_Head_of_Household_Bot_Range_Ladder Step2,State_Province,Indiana,USA,Income,Income,Head_of_Household,Bot_Range,50000,2,0.02
State_Province_Indiana_Income_Head_of_Household_Top_Range_Ladder Step2,State_Province,Indiana,USA,Income,Income,Head_of_Household,Top_Range,100000,2,0.02
State_Province_Indiana_Income_Head_of_Household_Bot_Range_Ladder Step3,State_Province,Indiana,USA,Income,Income,Head_of_Household,Bot_Range,100000,3,0.03
State_Province_Indiana_Income_Head_of_Household_Top_Range_Ladder Step3,State_Province,Indiana,USA,Income,Income,Head_of_Household,Top_Range,150000,3,0.03
State_Province_Indiana_Income_Separate_Bot_Range_Ladder Step1,State_Province,Indiana,USA,Income,Income,Separate,Bot_Range,0,1,0.01
State_Province_Indiana_Income_Separate_Top_Range_Ladder Step1,State_Province,Indiana,USA,Income,Income,Separate,Top_Range,50000,1,0.01
State_Province_Indiana_Income_Separate_Bot_Range_Ladder Step2,State_Province,Indiana,USA,Income,Income,Separate,Bot_Range,50000,2,0.02
State_Province_Indiana_Income_Separate_Top_Range_Ladder Step2,State_Province,Indiana,USA,Income,Income,Separate,Top_Range,100000,2,0.02
State_Province_Indiana_Income_Separate_Bot_Range_Ladder Step3,State_Province,Indiana,USA,Income,Income,Separate,Bot_Range,100000,3,0.03
State_Province_Indiana_Income_Separate_Top_Range_Ladder Step3,State_Province,Indiana,USA,Income,Income,Separate,Top_Range,150000,3,0.03
State_Province_Iowa_Income_Single_Bot_Range_Ladder Step1,State_Province,Iowa,USA,Income,Income,Single,Bot_Range,0,1,0.01
State_Province_Iowa_Income_Single_Top_Range_Ladder Step1,State_Province,Iowa,USA,Income,Income,Single,Top_Range,50000,1,0.01
State_Province_Iowa_Income_Single_Bot_Range_Ladder Step2,State_Province,Iowa,USA,Income,Income,Single,Bot_Range,50000,2,0.02
State_Province_Iowa_Income_Single_Top_Range_Ladder Step2,State_Province,Iowa,USA,Income,Income,Single,Top_Range,100000,2,0.02
State_Province_Iowa_Income_Single_Bot_Range_Ladder Step3,State_Province,Iowa,USA,Income,Income,Single,Bot_Range,100000,3,0.03
State_Province_Iowa_Income_Single_Top_Range_Ladder Step3,State_Province,Iowa,USA,Income,Income,Single,Top_Range,150000,3,0.03
State_Province_Iowa_Income_Married_Bot_Range_Ladder Step1,State_Province,Iowa,USA,Income,Income,Married,Bot_Range,0,1,0.01
State_Province_Iowa_Income_Married_Top_Range_Ladder Step1,State_Province,Iowa,USA,Income,Income,Married,Top_Range,50000,1,0.01
State_Province_Iowa_Income_Married_Bot_Range_Ladder Step2,State_Province,Iowa,USA,Income,Income,Married,Bot_Range,50000,2,0.02
State_Province_Iowa_Income_Married_Top_Range_Ladder Step2,State_Province,Iowa,USA,Income,Income,Married,Top_Range,100000,2,0.02
State_Province_Iowa_Income_Married_Bot_Range_Ladder Step3,State_Province,Iowa,USA,Income,Income,Married,Bot_Range,100000,3,0.03
State_Province_Iowa_Income_Married_Top_Range_Ladder Step3,State_Province,Iowa,USA,Income,Income,Married,Top_Range,150000,3,0.03
State_Province_Iowa_Income_Head_of_Household_Bot_Range_Ladder Step1,State_Province,Iowa,USA,Income,Income,Head_of_Household,Bot_Range,0,1,0.01
State_Province_Iowa_Income_Head_of_Household_Top_Range_Ladder Step1,State_Province,Iowa,USA,Income,Income,Head_of_Household,Top_Range,50000,1,0.01
State_Province_Iowa_Income_Head_of_Household_Bot_Range_Ladder Step2,State_Province,Iowa,USA,Income,Income,Head_of_Household,Bot_Range,50000,2,0.02
State_Province_Iowa_Income_Head_of_Household_Top_Range_Ladder Step2,State_Province,Iowa,USA,Income,Income,Head_of_Household,Top_Range,100000,2,0.02
State_Province_Iowa_Income_Head_of_Household_Bot_Range_Ladder Step3,State_Province,Iowa,USA,Income,Income,Head_of_Household,Bot_Range,100000,3,0.03
State_Province_Iowa_Income_Head_of_Household_Top_Range_Ladder Step3,State_Province,Iowa,USA,Income,Income,Head_of_Household,Top_Range,150000,3,0.03
State_Province_Iowa_Income_Separate_Bot_Range_Ladder Step1,State_Province,Iowa,USA,Income,Income,Separate,Bot_Range,0,1,0.01
State_Province_Iowa_Income_Separate_Top_Range_Ladder Step1,State_Province,Iowa,USA,Income,Income,Separate,Top_Range,50000,1,0.01
State_Province_Iowa_Income_Separate_Bot_Range_Ladder Step2,State_Province,Iowa,USA,Income,Income,Separate,Bot_Range,50000,2,0.02
State_Province_Iowa_Income_Separate_Top_Range_Ladder Step2,State_Province,Iowa,USA,Income,Income,Separate,Top_Range,100000,2,0.02
State_Province_Iowa_Income_Separate_Bot_Range_Ladder Step3,State_Province,Iowa,USA,Income,Income,Separate,Bot_Range,100000,3,0.03
State_Province_Iowa_Income_Separate_Top_Range_Ladder Step3,State_Province,Iowa,USA,Income,Income,Separate,Top_Range,150000,3,0.03
State_Province_Kansas_Income_Single_Bot_Range_Ladder Step1,State_Province,Kansas,USA,Income,Income,Single,Bot_Range,0,1,0.01
State_Province_Kansas_Income_Single_Top_Range_Ladder Step1,State_Province,Kansas,USA,Income,Income,Single,Top_Range,50000,1,0.01
State_Province_Kansas_Income_Single_Bot_Range_Ladder Step2,State_Province,Kansas,USA,Income,Income,Single,Bot_Range,50000,2,0.02
State_Province_Kansas_Income_Single_Top_Range_Ladder Step2,State_Province,Kansas,USA,Income,Income,Single,Top_Range,100000,2,0.02
State_Province_Kansas_Income_Single_Bot_Range_Ladder Step3,State_Province,Kansas,USA,Income,Income,Single,Bot_Range,100000,3,0.03
State_Province_Kansas_Income_Single_Top_Range_Ladder Step3,State_Province,Kansas,USA,Income,Income,Single,Top_Range,150000,3,0.03
State_Province_Kansas_Income_Married_Bot_Range_Ladder Step1,State_Province,Kansas,USA,Income,Income,Married,Bot_Range,0,1,0.01
State_Province_Kansas_Income_Married_Top_Range_Ladder Step1,State_Province,Kansas,USA,Income,Income,Married,Top_Range,50000,1,0.01
State_Province_Kansas_Income_Married_Bot_Range_Ladder Step2,State_Province,Kansas,USA,Income,Income,Married,Bot_Range,50000,2,0.02
State_Province_Kansas_Income_Married_Top_Range_Ladder Step2,State_Province,Kansas,USA,Income,Income,Married,Top_Range,100000,2,0.02
State_Province_Kansas_Income_Married_Bot_Range_Ladder Step3,State_Province,Kansas,USA,Income,Income,Married,Bot_Range,100000,3,0.03
State_Province_Kansas_Income_Married_Top_Range_Ladder Step3,State_Province,Kansas,USA,Income,Income,Married,Top_Range,150000,3,0.03
State_Province_Kansas_Income_Head_of_Household_Bot_Range_Ladder Step1,State_Province,Kansas,USA,Income,Income,Head_of_Household,Bot_Range,0,1,0.01
State_Province_Kansas_Income_Head_of_Household_Top_Range_Ladder Step1,State_Province,Kansas,USA,Income,Income,Head_of_Household,Top_Range,50000,1,0.01
State_Province_Kansas_Income_Head_of_Household_Bot_Range_Ladder Step2,State_Province,Kansas,USA,Income,Income,Head_of_Household,Bot_Range,50000,2,0.02
State_Province_Kansas_Income_Head_of_Household_Top_Range_Ladder Step2,State_Province,Kansas,USA,Income,Income,Head_of_Household,Top_Range,100000,2,0.02
State_Province_Kansas_Income_Head_of_Household_Bot_Range_Ladder Step3,State_Province,Kansas,USA,Income,Income,Head_of_Household,Bot_Range,100000,3,0.03
State_Province_Kansas_Income_Head_of_Household_Top_Range_Ladder Step3,State_Province,Kansas,USA,Income,Income,Head_of_Household,Top_Range,150000,3,0.03
State_Province_Kansas_Income_Separate_Bot_Range_Ladder Step1,State_Province,Kansas,USA,Income,Income,Separate,Bot_Range,0,1,0.01
State_Province_Kansas_Income_Separate_Top_Range_Ladder Step1,State_Province,Kansas,USA,Income,Income,Separate,Top_Range,50000,1,0.01
State_Province_Kansas_Income_Separate_Bot_Range_Ladder Step2,State_Province,Kansas,USA,Income,Income,Separate,Bot_Range,50000,2,0.02
State_Province_Kansas_Income_Separate_Top_Range_Ladder Step2,State_Province,Kansas,USA,Income,Income,Separate,Top_Range,100000,2,0.02
State_Province_Kansas_Income_Separate_Bot_Range_Ladder Step3,State_Province,Kansas,USA,Income,Income,Separate,Bot_Range,100000,3,0.03
State_Province_Kansas_Income_Separate_Top_Range_Ladder Step3,State_Province,Kansas,USA,Income,Income,Separate,Top_Range,150000,3,0.03
State_Province_Kentucky_Income_Single_Bot_Range_Ladder Step1,State_Province,Kentucky,USA,Income,Income,Single,Bot_Range,0,1,0.01
State_Province_Kentucky_Income_Single_Top_Range_Ladder Step1,State_Province,Kentucky,USA,Income,Income,Single,Top_Range,50000,1,0.01
State_Province_Kentucky_Income_Single_Bot_Range_Ladder Step2,State_Province,Kentucky,USA,Income,Income,Single,Bot_Range,50000,2,0.02
State_Province_Kentucky_Income_Single_Top_Range_Ladder Step2,State_Province,Kentucky,USA,Income,Income,Single,Top_Range,100000,2,0.02
State_Province_Kentucky_Income_Single_Bot_Range_Ladder Step3,State_Province,Kentucky,USA,Income,Income,Single,Bot_Range,100000,3,0.03
State_Province_Kentucky_Income_Single_Top_Range_Ladder Step3,State_Province,Kentucky,USA,Income,Income,Single,Top_Range,150000,3,0.03
State_Province_Kentucky_Income_Married_Bot_Range_Ladder Step1,State_Province,Kentucky,USA,Income,Income,Married,Bot_Range,0,1,0.01
State_Province_Kentucky_Income_Married_Top_Range_Ladder Step1,State_Province,Kentucky,USA,Income,Income,Married,Top_Range,50000,1,0.01
State_Province_Kentucky_Income_Married_Bot_Range_Ladder Step2,State_Province,Kentucky,USA,Income,Income,Married,Bot_Range,50000,2,0.02
